fibrosis_type,fiber_angle_deg,density,seed,atpi,final_time_ms
interstitial,60,0.6,9882397830,2.0,0.0
patchy,60,0.75,8281057198,2.0,0.0
interstitial,60,0.6,9586683249,2.0,0.0
interstitial,60,0.6,3729556780,2.0,0.0
interstitial,60,0.6,381363842,2.0,0.0
diffuse,60,0.35,3556407089,2.0,1000.0
patchy,60,0.75,5279693496,2.0,0.0
diffuse,60,0.35,8147802193,2.0,0.0
interstitial,60,0.6,9625808203,2.0,0.0
patchy,60,0.75,9056029292,2.0,0.0
patchy,60,0.75,1675625465,2.0,0.0
diffuse,60,0.35,6657838753,2.0,0.0
interstitial,60,0.6,8241580884,2.0,0.0
interstitial,60,0.6,3753566142,2.0,0.0
interstitial,60,0.6,1806742986,2.0,0.0
diffuse,60,0.35,2429371439,2.0,0.0
patchy,60,0.75,7357558571,2.0,0.0
interstitial,60,0.6,3093445294,2.0,0.0
interstitial,60,0.6,3871896320,2.0,0.0
diffuse,60,0.35,7843554712,2.0,0.0
patchy,60,0.75,9052842836,2.0,0.0
patchy,60,0.75,3556407089,2.0,0.0
interstitial,60,0.6,8813045331,2.0,0.0
diffuse,60,0.35,7773847238,2.0,0.0
patchy,60,0.75,8147802193,2.0,0.0
interstitial,60,0.6,5579809537,2.0,0.0
diffuse,60,0.35,4936034257,2.0,0.0
patchy,60,0.75,6657838753,2.0,0.0
interstitial,60,0.6,7599830787,2.0,0.0
patchy,60,0.75,2429371439,2.0,0.0
interstitial,60,0.6,3783596351,2.0,0.0
diffuse,60,0.35,5859153705,2.0,0.0
patchy,60,0.75,7843554712,2.0,0.0
diffuse,60,0.35,6288530517,2.0,0.0
interstitial,60,0.6,9255246124,2.0,0.0
diffuse,60,0.35,5126742590,2.0,0.0
patchy,60,0.75,7773847238,2.0,0.0
interstitial,60,0.6,9769371346,2.0,0.0
interstitial,60,0.6,462908093,2.0,0.0
diffuse,60,0.35,4601658087,2.0,0.0
patchy,60,0.75,4936034257,2.0,0.0
interstitial,60,0.6,6992987157,2.0,0.0
diffuse,60,0.35,7828718996,2.0,0.0
patchy,60,0.75,5859153705,2.0,0.0
interstitial,60,0.6,6785912112,2.0,0.0
patchy,60,0.75,6288530517,2.0,0.0
interstitial,60,0.6,5815996253,2.0,0.0
diffuse,60,0.35,3188582674,2.0,1000.0
patchy,60,0.75,5126742590,2.0,0.0
interstitial,60,0.6,5762620602,2.0,0.0
patchy,60,0.75,4601658087,2.0,0.0
interstitial,60,0.6,9228145936,2.0,0.0
diffuse,60,0.35,3320004656,2.0,1000.0
patchy,60,0.75,7828718996,2.0,0.0
patchy,60,0.75,3188582674,2.0,0.0
interstitial,60,0.6,4798457802,2.0,0.0
patchy,60,0.75,3320004656,2.0,0.0
interstitial,60,0.6,2863465351,2.0,0.0
diffuse,60,0.35,6101075833,2.0,0.0
interstitial,60,0.6,428199325,2.0,0.0
interstitial,60,0.6,1996516809,2.0,0.0
patchy,60,0.75,6101075833,2.0,0.0
diffuse,60,0.35,6668470416,2.0,0.0
interstitial,60,0.6,9615671528,2.0,0.0
patchy,60,0.75,6668470416,2.0,0.0
patchy,60,0.75,2625501404,2.0,0.0
diffuse,60,0.35,2625501404,2.0,0.0
interstitial,60,0.6,9895229241,2.0,0.0
patchy,60,0.75,4343857888,2.0,0.0
patchy,60,0.75,1685771831,2.0,0.0
diffuse,60,0.35,4343857888,2.0,0.0
patchy,60,0.75,1856097065,2.0,0.0
interstitial,60,0.6,8463968755,2.0,0.0
diffuse,60,0.35,1685771831,2.0,0.0
interstitial,60,0.6,2087590310,2.0,0.0
patchy,60,0.75,9586652161,2.0,0.0
interstitial,60,0.6,8713744819,2.0,0.0
patchy,60,0.75,8563501408,2.0,0.0
interstitial,60,0.6,9929456640,2.0,0.0
patchy,60,0.75,9421603667,2.0,0.0
diffuse,60,0.35,1856097065,2.0,1000.0
interstitial,60,0.6,5509870200,2.0,0.0
diffuse,60,0.35,9586652161,2.0,0.0
interstitial,60,0.6,1924147805,2.0,0.0
patchy,60,0.75,5847722053,2.0,0.0
interstitial,60,0.6,2407253723,2.0,0.0
diffuse,60,0.35,8563501408,2.0,0.0
interstitial,60,0.6,6969384055,2.0,0.0
patchy,60,0.75,4437314296,2.0,0.0
interstitial,60,0.6,4021883132,2.0,0.0
patchy,60,0.75,1326487139,2.0,0.0
diffuse,60,0.35,9421603667,2.0,0.0
patchy,60,0.75,5678886323,2.0,0.0
interstitial,60,0.6,7435253948,2.0,0.0
patchy,60,0.75,2954531406,2.0,0.0
patchy,60,0.75,3945455660,2.0,0.0
diffuse,60,0.35,5847722053,2.0,0.0
interstitial,60,0.6,8242957005,2.0,0.0
diffuse,60,0.35,4437314296,2.0,0.0
patchy,60,0.75,8697495792,2.0,0.0
diffuse,60,0.35,1326487139,2.0,0.0
interstitial,60,0.6,7674453130,2.0,0.0
interstitial,60,0.6,2116080963,2.0,0.0
patchy,60,0.75,8636259798,2.0,0.0
patchy,60,0.75,25234347,2.0,0.0
diffuse,60,0.35,5678886323,2.0,0.0
interstitial,60,0.6,5101019868,2.0,0.0
diffuse,60,0.35,2954531406,2.0,0.0
interstitial,60,0.6,1309526669,2.0,0.0
interstitial,60,0.6,1855686211,2.0,0.0
patchy,60,0.75,9120653987,2.0,0.0
interstitial,60,0.6,527597011,2.0,0.0
diffuse,60,0.35,3945455660,2.0,0.0
interstitial,60,0.6,1258989199,2.0,0.0
patchy,60,0.75,7894122240,2.0,0.0
diffuse,60,0.35,8697495792,2.0,0.0
interstitial,60,0.6,9354132757,2.0,0.0
patchy,60,0.75,5560485340,2.0,0.0
diffuse,60,0.35,8636259798,2.0,0.0
interstitial,60,0.6,7039289027,2.0,0.0
interstitial,60,0.6,1172929260,2.0,0.0
interstitial,60,0.65,2323000660,2.0,0.0
patchy,60,0.75,4471704284,2.0,0.0
patchy,60,0.75,1519198587,2.0,0.0
diffuse,60,0.35,25234347,2.0,0.0
interstitial,60,0.65,8281057198,2.0,0.0
patchy,60,0.75,5709837683,2.0,0.0
diffuse,60,0.35,9120653987,2.0,0.0
interstitial,60,0.65,5279693496,2.0,0.0
diffuse,60,0.35,7894122240,2.0,0.0
patchy,60,0.75,6160401757,2.0,0.0
patchy,60,0.75,3061515680,2.0,0.0
interstitial,60,0.65,9056029292,2.0,0.0
diffuse,60,0.35,5560485340,2.0,0.0
interstitial,60,0.65,1675625465,2.0,0.0
patchy,60,0.75,5244768376,2.0,0.0
patchy,60,0.75,1893379961,2.0,0.0
patchy,60,0.75,1152363306,2.0,0.0
diffuse,60,0.35,4471704284,2.0,0.0
interstitial,60,0.65,7357558571,2.0,0.0
patchy,60,0.75,8482922795,2.0,0.0
interstitial,60,0.65,9052842836,2.0,0.0
interstitial,60,0.65,3556407089,2.0,0.0
patchy,60,0.75,9882397830,2.0,0.0
patchy,60,0.75,9586683249,2.0,0.0
interstitial,60,0.65,8147802193,2.0,0.0
patchy,60,0.75,3729556780,2.0,0.0
diffuse,60,0.35,1519198587,2.0,1000.0
patchy,60,0.75,381363842,2.0,0.0
interstitial,60,0.65,6657838753,2.0,0.0
diffuse,60,0.35,5709837683,2.0,0.0
interstitial,60,0.65,2429371439,2.0,0.0
patchy,60,0.75,9625808203,2.0,0.0
diffuse,60,0.35,6160401757,2.0,0.0
interstitial,60,0.65,7843554712,2.0,0.0
patchy,60,0.75,8241580884,2.0,0.0
patchy,60,0.75,3753566142,2.0,0.0
diffuse,60,0.35,3061515680,2.0,0.0
patchy,60,0.75,1806742986,2.0,0.0
patchy,60,0.75,3093445294,2.0,0.0
patchy,60,0.75,3871896320,2.0,0.0
interstitial,60,0.65,7773847238,2.0,0.0
diffuse,60,0.35,5244768376,2.0,0.0
diffuse,60,0.35,1893379961,2.0,0.0
patchy,60,0.75,8813045331,2.0,0.0
interstitial,60,0.65,4936034257,2.0,0.0
diffuse,60,0.35,1152363306,2.0,0.0
patchy,60,0.75,5579809537,2.0,0.0
diffuse,60,0.35,8482922795,2.0,0.0
interstitial,60,0.65,5859153705,2.0,0.0
diffuse,60,0.35,9882397830,2.0,0.0
patchy,60,0.75,7599830787,2.0,0.0
interstitial,60,0.65,6288530517,2.0,0.0
patchy,60,0.75,3783596351,2.0,0.0
diffuse,60,0.35,9586683249,2.0,0.0
interstitial,60,0.65,5126742590,2.0,0.0
patchy,60,0.75,9255246124,2.0,0.0
diffuse,60,0.35,3729556780,2.0,0.0
interstitial,60,0.65,4601658087,2.0,0.0
patchy,60,0.75,9769371346,2.0,0.0
patchy,60,0.75,462908093,2.0,0.0
interstitial,60,0.65,7828718996,2.0,0.0
patchy,60,0.75,6992987157,2.0,0.0
interstitial,60,0.65,3188582674,2.0,0.0
interstitial,60,0.65,3320004656,2.0,0.0
diffuse,60,0.35,381363842,2.0,1000.0
patchy,60,0.75,6785912112,2.0,0.0
interstitial,60,0.65,6101075833,2.0,0.0
diffuse,60,0.35,9625808203,2.0,0.0
patchy,60,0.75,5815996253,2.0,0.0
interstitial,60,0.65,6668470416,2.0,0.0
interstitial,60,0.65,2625501404,2.0,0.0
diffuse,60,0.35,8241580884,2.0,0.0
patchy,60,0.75,5762620602,2.0,0.0
diffuse,60,0.35,3753566142,2.0,0.0
interstitial,60,0.65,4343857888,2.0,0.0
interstitial,60,0.65,1685771831,2.0,0.0
patchy,60,0.75,9228145936,2.0,0.0
interstitial,60,0.65,1856097065,2.0,0.0
patchy,60,0.75,4798457802,2.0,0.0
interstitial,60,0.65,9586652161,2.0,0.0
patchy,60,0.75,2863465351,2.0,0.0
patchy,60,0.75,428199325,2.0,0.0
patchy,60,0.75,1996516809,2.0,0.0
interstitial,60,0.65,8563501408,2.0,0.0
diffuse,60,0.35,1806742986,2.0,1000.0
patchy,60,0.75,9615671528,2.0,0.0
diffuse,60,0.35,3093445294,2.0,0.0
interstitial,60,0.65,9421603667,2.0,0.0
diffuse,60,0.35,3871896320,2.0,0.0
patchy,60,0.75,9895229241,2.0,0.0
interstitial,60,0.65,5847722053,2.0,0.0
diffuse,60,0.35,8813045331,2.0,0.0
patchy,60,0.75,8463968755,2.0,0.0
patchy,60,0.75,2087590310,2.0,0.0
diffuse,60,0.35,5579809537,2.0,0.0
interstitial,60,0.65,4437314296,2.0,0.0
interstitial,60,0.65,1326487139,2.0,0.0
patchy,60,0.75,8713744819,2.0,0.0
diffuse,60,0.35,7599830787,2.0,0.0
interstitial,60,0.65,5678886323,2.0,0.0
diffuse,60,0.35,3783596351,2.0,0.0
interstitial,60,0.65,2954531406,2.0,0.0
interstitial,60,0.65,3945455660,2.0,0.0
patchy,60,0.75,9929456640,2.0,0.0
diffuse,60,0.35,9255246124,2.0,0.0
patchy,60,0.75,5509870200,2.0,0.0
interstitial,60,0.65,8697495792,2.0,0.0
patchy,60,0.75,1924147805,2.0,0.0
patchy,60,0.75,2407253723,2.0,0.0
diffuse,60,0.35,9769371346,2.0,0.0
interstitial,60,0.65,8636259798,2.0,0.0
interstitial,60,0.65,25234347,2.0,0.0
patchy,60,0.75,6969384055,2.0,0.0
diffuse,60,0.35,462908093,2.0,0.0
patchy,60,0.75,4021883132,2.0,0.0
diffuse,60,0.35,6992987157,2.0,0.0
interstitial,60,0.65,9120653987,2.0,0.0
patchy,60,0.75,7435253948,2.0,0.0
diffuse,60,0.35,6785912112,2.0,0.0
interstitial,60,0.65,7894122240,2.0,0.0
patchy,60,0.75,8242957005,2.0,0.0
diffuse,60,0.35,5815996253,2.0,0.0
interstitial,60,0.65,5560485340,2.0,0.0
patchy,60,0.75,7674453130,2.0,0.0
patchy,60,0.75,2116080963,2.0,0.0
diffuse,60,0.35,5762620602,2.0,0.0
interstitial,60,0.65,4471704284,2.0,0.0
interstitial,60,0.65,1519198587,2.0,0.0
diffuse,60,0.35,9228145936,2.0,0.0
patchy,60,0.75,5101019868,2.0,0.0
patchy,60,0.75,1309526669,2.0,0.0
patchy,60,0.75,1855686211,2.0,0.0
patchy,60,0.75,527597011,2.0,0.0
interstitial,60,0.65,5709837683,2.0,0.0
patchy,60,0.75,1258989199,2.0,0.0
diffuse,60,0.35,4798457802,2.0,0.0
patchy,60,0.75,9354132757,2.0,0.0
interstitial,60,0.65,6160401757,2.0,0.0
interstitial,60,0.65,3061515680,2.0,0.0
patchy,60,0.75,7039289027,2.0,0.0
patchy,60,0.75,1172929260,2.0,0.0
interstitial,60,0.65,5244768376,2.0,0.0
patchy,60,0.8,2323000660,2.0,0.0
diffuse,60,0.35,2863465351,2.0,1000.0
interstitial,60,0.65,1893379961,2.0,0.0
interstitial,60,0.65,1152363306,2.0,0.0
diffuse,60,0.35,428199325,2.0,0.0
patchy,60,0.8,8281057198,2.0,0.0
diffuse,60,0.35,1996516809,2.0,0.0
interstitial,60,0.65,8482922795,2.0,0.0
patchy,60,0.8,5279693496,2.0,0.0
diffuse,60,0.35,9615671528,2.0,0.0
interstitial,60,0.65,9882397830,2.0,0.0
diffuse,60,0.35,9895229241,2.0,0.0
patchy,60,0.8,9056029292,2.0,0.0
patchy,60,0.8,1675625465,2.0,0.0
interstitial,60,0.65,9586683249,2.0,0.0
interstitial,60,0.65,3729556780,2.0,0.0
interstitial,60,0.65,381363842,2.0,0.0
diffuse,60,0.35,8463968755,2.0,0.0
patchy,60,0.8,7357558571,2.0,0.0
diffuse,60,0.35,2087590310,2.0,0.0
interstitial,60,0.65,9625808203,2.0,0.0
patchy,60,0.8,9052842836,2.0,0.0
patchy,60,0.8,3556407089,2.0,0.0
diffuse,60,0.35,8713744819,2.0,0.0
interstitial,60,0.65,8241580884,2.0,0.0
interstitial,60,0.65,3753566142,2.0,0.0
interstitial,60,0.65,1806742986,2.0,0.0
patchy,60,0.8,8147802193,2.0,0.0
interstitial,60,0.65,3093445294,2.0,0.0
diffuse,60,0.35,9929456640,2.0,0.0
interstitial,60,0.65,3871896320,2.0,0.0
patchy,60,0.8,6657838753,2.0,0.0
diffuse,60,0.35,5509870200,2.0,0.0
patchy,60,0.8,2429371439,2.0,0.0
interstitial,60,0.65,8813045331,2.0,0.0
diffuse,60,0.35,1924147805,2.0,0.0
patchy,60,0.8,7843554712,2.0,0.0
interstitial,60,0.65,5579809537,2.0,0.0
diffuse,60,0.35,2407253723,2.0,0.0
patchy,60,0.8,7773847238,2.0,0.0
interstitial,60,0.65,7599830787,2.0,0.0
diffuse,60,0.35,6969384055,2.0,0.0
interstitial,60,0.65,3783596351,2.0,0.0
diffuse,60,0.35,4021883132,2.0,0.0
patchy,60,0.8,4936034257,2.0,0.0
interstitial,60,0.65,9255246124,2.0,0.0
diffuse,60,0.35,7435253948,2.0,0.0
patchy,60,0.8,5859153705,2.0,0.0
interstitial,60,0.65,9769371346,2.0,0.0
diffuse,60,0.35,8242957005,2.0,0.0
interstitial,60,0.65,462908093,2.0,0.0
patchy,60,0.8,6288530517,2.0,0.0
diffuse,60,0.35,7674453130,2.0,0.0
interstitial,60,0.65,6992987157,2.0,0.0
patchy,60,0.8,5126742590,2.0,0.0
diffuse,60,0.35,2116080963,2.0,0.0
interstitial,60,0.65,6785912112,2.0,0.0
diffuse,60,0.35,5101019868,2.0,0.0
patchy,60,0.8,4601658087,2.0,0.0
diffuse,60,0.35,1309526669,2.0,0.0
interstitial,60,0.65,5815996253,2.0,0.0
patchy,60,0.8,7828718996,2.0,0.0
patchy,60,0.8,3188582674,2.0,0.0
patchy,60,0.8,3320004656,2.0,0.0
interstitial,60,0.65,5762620602,2.0,0.0
patchy,60,0.8,6101075833,2.0,0.0
interstitial,60,0.65,9228145936,2.0,0.0
diffuse,60,0.35,1855686211,2.0,1000.0
patchy,60,0.8,6668470416,2.0,0.0
patchy,60,0.8,2625501404,2.0,0.0
diffuse,60,0.35,527597011,2.0,0.0
interstitial,60,0.65,4798457802,2.0,0.0
diffuse,60,0.35,1258989199,2.0,0.0
interstitial,60,0.65,2863465351,2.0,0.0
interstitial,60,0.65,428199325,2.0,0.0
patchy,60,0.8,4343857888,2.0,0.0
interstitial,60,0.65,1996516809,2.0,0.0
patchy,60,0.8,1685771831,2.0,0.0
patchy,60,0.8,1856097065,2.0,0.0
diffuse,60,0.35,9354132757,2.0,0.0
interstitial,60,0.65,9615671528,2.0,0.0
patchy,60,0.8,9586652161,2.0,0.0
diffuse,60,0.35,7039289027,2.0,0.0
diffuse,60,0.35,1172929260,2.0,0.0
interstitial,60,0.65,9895229241,2.0,0.0
patchy,60,0.8,8563501408,2.0,0.0
diffuse,60,0.4,2323000660,2.0,0.0
interstitial,60,0.65,8463968755,2.0,0.0
patchy,60,0.8,9421603667,2.0,0.0
interstitial,60,0.65,2087590310,2.0,0.0
diffuse,60,0.4,8281057198,2.0,0.0
patchy,60,0.8,5847722053,2.0,0.0
interstitial,60,0.65,8713744819,2.0,0.0
diffuse,60,0.4,5279693496,2.0,0.0
diffuse,60,0.4,9056029292,2.0,0.0
patchy,60,0.8,4437314296,2.0,0.0
interstitial,60,0.65,9929456640,2.0,0.0
patchy,60,0.8,1326487139,2.0,0.0
interstitial,60,0.65,5509870200,2.0,0.0
patchy,60,0.8,5678886323,2.0,0.0
interstitial,60,0.65,1924147805,2.0,0.0
patchy,60,0.8,2954531406,2.0,0.0
patchy,60,0.8,3945455660,2.0,0.0
interstitial,60,0.65,2407253723,2.0,0.0
patchy,60,0.8,8697495792,2.0,0.0
interstitial,60,0.65,6969384055,2.0,0.0
diffuse,60,0.4,1675625465,2.0,1000.0
interstitial,60,0.65,4021883132,2.0,0.0
patchy,60,0.8,8636259798,2.0,0.0
diffuse,60,0.4,7357558571,2.0,0.0
patchy,60,0.8,25234347,2.0,0.0
interstitial,60,0.65,7435253948,2.0,0.0
diffuse,60,0.4,9052842836,2.0,0.0
patchy,60,0.8,9120653987,2.0,0.0
interstitial,60,0.65,8242957005,2.0,0.0
diffuse,60,0.4,3556407089,2.0,0.0
patchy,60,0.8,7894122240,2.0,0.0
interstitial,60,0.65,7674453130,2.0,0.0
interstitial,60,0.65,2116080963,2.0,0.0
diffuse,60,0.4,8147802193,2.0,0.0
patchy,60,0.8,5560485340,2.0,0.0
diffuse,60,0.4,6657838753,2.0,0.0
interstitial,60,0.65,5101019868,2.0,0.0
interstitial,60,0.65,1309526669,2.0,0.0
interstitial,60,0.65,1855686211,2.0,0.0
diffuse,60,0.4,2429371439,2.0,0.0
interstitial,60,0.65,527597011,2.0,0.0
patchy,60,0.8,4471704284,2.0,0.0
interstitial,60,0.65,1258989199,2.0,0.0
patchy,60,0.8,1519198587,2.0,0.0
diffuse,60,0.4,7843554712,2.0,0.0
interstitial,60,0.65,9354132757,2.0,0.0
patchy,60,0.8,5709837683,2.0,0.0
diffuse,60,0.4,7773847238,2.0,0.0
interstitial,60,0.65,7039289027,2.0,0.0
patchy,60,0.8,6160401757,2.0,0.0
interstitial,60,0.65,1172929260,2.0,0.0
patchy,60,0.8,3061515680,2.0,0.0
interstitial,60,0.7,2323000660,2.0,0.0
diffuse,60,0.4,4936034257,2.0,0.0
patchy,60,0.8,5244768376,2.0,0.0
interstitial,60,0.7,8281057198,2.0,0.0
diffuse,60,0.4,5859153705,2.0,0.0
patchy,60,0.8,1893379961,2.0,0.0
patchy,60,0.8,1152363306,2.0,0.0
diffuse,60,0.4,6288530517,2.0,0.0
interstitial,60,0.7,5279693496,2.0,0.0
patchy,60,0.8,8482922795,2.0,0.0
diffuse,60,0.4,5126742590,2.0,0.0
interstitial,60,0.7,9056029292,2.0,0.0
patchy,60,0.8,9882397830,2.0,0.0
interstitial,60,0.7,1675625465,2.0,0.0
diffuse,60,0.4,4601658087,2.0,0.0
patchy,60,0.8,9586683249,2.0,0.0
interstitial,60,0.7,7357558571,2.0,0.0
patchy,60,0.8,3729556780,2.0,0.0
patchy,60,0.8,381363842,2.0,0.0
diffuse,60,0.4,7828718996,2.0,0.0
interstitial,60,0.7,9052842836,2.0,0.0
diffuse,60,0.4,3188582674,2.0,0.0
interstitial,60,0.7,3556407089,2.0,0.0
patchy,60,0.8,9625808203,2.0,0.0
diffuse,60,0.4,3320004656,2.0,0.0
patchy,60,0.8,8241580884,2.0,0.0
interstitial,60,0.7,8147802193,2.0,0.0
patchy,60,0.8,3753566142,2.0,0.0
patchy,60,0.8,1806742986,2.0,0.0
patchy,60,0.8,3093445294,2.0,0.0
diffuse,60,0.4,6101075833,2.0,0.0
patchy,60,0.8,3871896320,2.0,0.0
interstitial,60,0.7,6657838753,2.0,0.0
interstitial,60,0.7,2429371439,2.0,0.0
patchy,60,0.8,8813045331,2.0,0.0
diffuse,60,0.4,6668470416,2.0,0.0
diffuse,60,0.4,2625501404,2.0,0.0
interstitial,60,0.7,7843554712,2.0,0.0
patchy,60,0.8,5579809537,2.0,0.0
interstitial,60,0.7,7773847238,2.0,0.0
diffuse,60,0.4,4343857888,2.0,0.0
patchy,60,0.8,7599830787,2.0,0.0
patchy,60,0.8,3783596351,2.0,0.0
diffuse,60,0.4,1685771831,2.0,0.0
interstitial,60,0.7,4936034257,2.0,0.0
diffuse,60,0.4,1856097065,2.0,0.0
patchy,60,0.8,9255246124,2.0,0.0
interstitial,60,0.7,5859153705,2.0,0.0
diffuse,60,0.4,9586652161,2.0,0.0
patchy,60,0.8,9769371346,2.0,0.0
patchy,60,0.8,462908093,2.0,0.0
interstitial,60,0.7,6288530517,2.0,0.0
diffuse,60,0.4,8563501408,2.0,0.0
patchy,60,0.8,6992987157,2.0,0.0
interstitial,60,0.7,5126742590,2.0,0.0
diffuse,60,0.4,9421603667,2.0,0.0
patchy,60,0.8,6785912112,2.0,0.0
diffuse,60,0.4,5847722053,2.0,0.0
interstitial,60,0.7,4601658087,2.0,0.0
diffuse,60,0.4,4437314296,2.0,0.0
patchy,60,0.8,5815996253,2.0,0.0
interstitial,60,0.7,7828718996,2.0,0.0
interstitial,60,0.7,3188582674,2.0,0.0
interstitial,60,0.7,3320004656,2.0,0.0
patchy,60,0.8,5762620602,2.0,0.0
interstitial,60,0.7,6101075833,2.0,0.0
patchy,60,0.8,9228145936,2.0,0.0
diffuse,60,0.4,1326487139,2.0,1000.0
interstitial,60,0.7,6668470416,2.0,0.0
interstitial,60,0.7,2625501404,2.0,0.0
patchy,60,0.8,4798457802,2.0,0.0
patchy,60,0.8,2863465351,2.0,0.0
diffuse,60,0.4,5678886323,2.0,0.0
patchy,60,0.8,428199325,2.0,0.0
patchy,60,0.8,1996516809,2.0,0.0
diffuse,60,0.4,2954531406,2.0,0.0
interstitial,60,0.7,4343857888,2.0,0.0
interstitial,60,0.7,1685771831,2.0,0.0
interstitial,60,0.7,1856097065,2.0,0.0
patchy,60,0.8,9615671528,2.0,0.0
diffuse,60,0.4,3945455660,2.0,0.0
diffuse,60,0.4,8697495792,2.0,0.0
interstitial,60,0.7,9586652161,2.0,0.0
patchy,60,0.8,9895229241,2.0,0.0
diffuse,60,0.4,8636259798,2.0,0.0
interstitial,60,0.7,8563501408,2.0,0.0
patchy,60,0.8,8463968755,2.0,0.0
patchy,60,0.8,2087590310,2.0,0.0
diffuse,60,0.4,25234347,2.0,0.0
interstitial,60,0.7,9421603667,2.0,0.0
diffuse,60,0.4,9120653987,2.0,0.0
patchy,60,0.8,8713744819,2.0,0.0
interstitial,60,0.7,5847722053,2.0,0.0
diffuse,60,0.4,7894122240,2.0,0.0
patchy,60,0.8,9929456640,2.0,0.0
diffuse,60,0.4,5560485340,2.0,0.0
interstitial,60,0.7,4437314296,2.0,0.0
interstitial,60,0.7,1326487139,2.0,0.0
patchy,60,0.8,5509870200,2.0,0.0
patchy,60,0.8,1924147805,2.0,0.0
patchy,60,0.8,2407253723,2.0,0.0
diffuse,60,0.4,4471704284,2.0,0.0
interstitial,60,0.7,5678886323,2.0,0.0
interstitial,60,0.7,2954531406,2.0,0.0
patchy,60,0.8,6969384055,2.0,0.0
interstitial,60,0.7,3945455660,2.0,0.0
patchy,60,0.8,4021883132,2.0,0.0
diffuse,60,0.4,1519198587,2.0,0.0
interstitial,60,0.7,8697495792,2.0,0.0
diffuse,60,0.4,5709837683,2.0,0.0
patchy,60,0.8,7435253948,2.0,0.0
diffuse,60,0.4,6160401757,2.0,0.0
interstitial,60,0.7,8636259798,2.0,0.0
interstitial,60,0.7,25234347,2.0,0.0
patchy,60,0.8,8242957005,2.0,0.0
patchy,60,0.8,7674453130,2.0,0.0
interstitial,60,0.7,9120653987,2.0,0.0
patchy,60,0.8,2116080963,2.0,0.0
interstitial,60,0.7,7894122240,2.0,0.0
patchy,60,0.8,5101019868,2.0,0.0
patchy,60,0.8,1309526669,2.0,0.0
patchy,60,0.8,1855686211,2.0,0.0
patchy,60,0.8,527597011,2.0,0.0
diffuse,60,0.4,3061515680,2.0,1000.0
patchy,60,0.8,1258989199,2.0,0.0
interstitial,60,0.7,5560485340,2.0,0.0
diffuse,60,0.4,5244768376,2.0,0.0
patchy,60,0.8,9354132757,2.0,0.0
interstitial,60,0.7,4471704284,2.0,0.0
diffuse,60,0.4,1893379961,2.0,0.0
interstitial,60,0.7,1519198587,2.0,0.0
diffuse,60,0.4,1152363306,2.0,0.0
patchy,60,0.8,7039289027,2.0,0.0
patchy,60,0.8,1172929260,2.0,0.0
patchy,60,0.85,2323000660,2.0,0.0
interstitial,60,0.7,5709837683,2.0,0.0
diffuse,60,0.4,8482922795,2.0,0.0
patchy,60,0.85,8281057198,2.0,0.0
interstitial,60,0.7,6160401757,2.0,0.0
diffuse,60,0.4,9882397830,2.0,0.0
interstitial,60,0.7,3061515680,2.0,0.0
patchy,60,0.85,5279693496,2.0,0.0
diffuse,60,0.4,9586683249,2.0,0.0
interstitial,60,0.7,5244768376,2.0,0.0
interstitial,60,0.7,1893379961,2.0,0.0
interstitial,60,0.7,1152363306,2.0,0.0
patchy,60,0.85,9056029292,2.0,0.0
diffuse,60,0.4,3729556780,2.0,0.0
patchy,60,0.85,1675625465,2.0,0.0
diffuse,60,0.4,381363842,2.0,0.0
interstitial,60,0.7,8482922795,2.0,0.0
patchy,60,0.85,7357558571,2.0,0.0
diffuse,60,0.4,9625808203,2.0,0.0
interstitial,60,0.7,9882397830,2.0,0.0
patchy,60,0.85,9052842836,2.0,0.0
patchy,60,0.85,3556407089,2.0,0.0
diffuse,60,0.4,8241580884,2.0,0.0
interstitial,60,0.7,9586683249,2.0,0.0
interstitial,60,0.7,3729556780,2.0,0.0
diffuse,60,0.4,3753566142,2.0,0.0
interstitial,60,0.7,381363842,2.0,0.0
patchy,60,0.85,8147802193,2.0,0.0
diffuse,60,0.4,1806742986,2.0,0.0
interstitial,60,0.7,9625808203,2.0,0.0
diffuse,60,0.4,3093445294,2.0,0.0
patchy,60,0.85,6657838753,2.0,0.0
patchy,60,0.85,2429371439,2.0,0.0
diffuse,60,0.4,3871896320,2.0,0.0
interstitial,60,0.7,8241580884,2.0,0.0
interstitial,60,0.7,3753566142,2.0,0.0
interstitial,60,0.7,1806742986,2.0,0.0
patchy,60,0.85,7843554712,2.0,0.0
diffuse,60,0.4,8813045331,2.0,0.0
interstitial,60,0.7,3093445294,2.0,0.0
interstitial,60,0.7,3871896320,2.0,0.0
patchy,60,0.85,7773847238,2.0,0.0
diffuse,60,0.4,5579809537,2.0,0.0
interstitial,60,0.7,8813045331,2.0,0.0
diffuse,60,0.4,7599830787,2.0,0.0
patchy,60,0.85,4936034257,2.0,0.0
interstitial,60,0.7,5579809537,2.0,0.0
patchy,60,0.85,5859153705,2.0,0.0
interstitial,60,0.7,7599830787,2.0,0.0
interstitial,60,0.7,3783596351,2.0,0.0
diffuse,60,0.4,3783596351,2.0,1000.0
patchy,60,0.85,6288530517,2.0,0.0
interstitial,60,0.7,9255246124,2.0,0.0
diffuse,60,0.4,9255246124,2.0,0.0
patchy,60,0.85,5126742590,2.0,0.0
diffuse,60,0.4,9769371346,2.0,0.0
